Timestamp,Name,Department,Which digital learning tools do you use regularly?,Which device do you primarily use to access these tools?,"On average, how many hours per week do you spend using digital learning tools?",Do you feel that digital learning tools have helped improve your grades or academic performance?,In what ways have digital learning tools influenced your learning experience?,Which specific digital tools do you believe have contributed the most to your academic success?,Have you noticed any changes in your academic performance since you started using digital learning tools?,How engaged do you feel during online classes or while using digital learning tools compared to traditional classroom settings?,Do digital learning tools encourage you to participate more actively in your studies?,What challenges do you face when using digital learning tools?,What improvements or features would you like to see in the digital learning tools you use?,How do you track your study habits and performance when using digital tools?
2024-09-28 15:22:55,User_9945,Pharmacology,E-books,Smartphone,1-3 hours,Yes,"Enhanced understanding of subjects, Option ,Better time management, More efficient study habits",Youtube,Slight improvement,Equally engaged,Yes,"Technical issues, Lack of interaction, Distractions",Virtual reality ,Self-tracking
2024-09-28 15:22:55,User_7971,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), Online Tutorials",Laptop,1-3 hours,Yes,"Enhanced understanding of subjects, Increased engagement",Youtube,Significant improvement,Less engaged,Sometimes,Distractions,Immediate response of doubts,"Self-tracking, I don’t track"
2024-09-28 15:22:55,User_4541,ECE,Online Tutorials,Smartphone,1-3 hours,Yes,"Option ,Better time management",None ,Slight improvement,Equally engaged,Yes,"Technical issues, Distractions, Difficulty in using tools",Proper internet connection ,Self-tracking
2024-09-28 15:22:55,User_1798,CSE,"Learning Management System (e.g., Moodle, Google Classroom), Educational Apps (e.g., Khan Academy, Coursera), Online Tutorials",Laptop,11-15 hours,Yes,"Option ,Better time management",Leetcode and sololearn,Slight improvement,Less engaged,Yes,Technical issues,No,Through app usage statistics
2024-09-28 15:22:55,User_1867,Mbbs,"Educational Apps (e.g., Khan Academy, Coursera), E-books",Tablet,11-15 hours,Yes,Enhanced understanding of subjects,"unreal engine , figma",Significant improvement,Equally engaged,Yes,Lack of interaction,Pomodaro,Through app usage statistics
2024-09-28 15:22:55,User_2114,CSE,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Online Tutorials",Laptop,4-6 hours,Yes,"Enhanced understanding of subjects, More efficient study habits",None ,Slight improvement,Less engaged,Sometimes,"Lack of interaction, Distractions",More interaction ,Self-tracking
2024-09-28 15:22:55,User_2035,Ai-ds,"Learning Management System (e.g., Moodle, Google Classroom), Educational Apps (e.g., Khan Academy, Coursera), Online Tutorials",Laptop,4-6 hours,Unsure,"Option ,Better time management",Online tutorials ,Slight improvement,Less engaged,Sometimes,"Technical issues, Lack of interaction, Distractions",Interaction and engagement for doubt clearance and to bring competition so that it could motivate,I don’t track
2024-09-28 15:22:55,User_3276,Mechanical ,"Educational Apps (e.g., Khan Academy, Coursera), E-books, Online Tutorials",Smartphone,7-10 hours,Yes,"Enhanced understanding of subjects, Increased engagement, Option ,Better time management, More efficient study habits",YouTube Tutorials,Slight improvement,More Engaged,Yes,"Lack of interaction, Distractions, Overwhelming amount of tools",Accountability from the platform . ,Self-tracking
2024-09-28 15:22:55,User_1487,Computer science engineering ,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera)",Laptop,1-3 hours,No,Increased engagement,"Live Classes, Video Conference, e-learning courses",Slight improvement,Equally engaged,Sometimes,Technical issues,None,Self-tracking
2024-09-28 15:22:55,User_2650,Mechanical ,"Educational Apps (e.g., Khan Academy, Coursera), E-books, Online Tutorials",Smartphone,7-10 hours,Yes,"Enhanced understanding of subjects, More efficient study habits",YouTube,Significant improvement,More Engaged,Yes,"Lack of interaction, Distractions, Overwhelming amount of tools",Accountability from the platform . ,Self-tracking
2024-09-28 15:22:55,User_3931,ECE,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), E-books, Online Tutorials",Smartphone,1-3 hours,Yes,Enhanced understanding of subjects,"Coursera,Nptel,Bentley",No change,More Engaged,Sometimes,"Technical issues, Distractions",No distraction with other topic content,Self-tracking
2024-09-28 15:22:55,User_1817,It,"Educational Apps (e.g., Khan Academy, Coursera)",Laptop,1-3 hours,Yes,"Enhanced understanding of subjects, More efficient study habits","Coursera , simplilearn , Chatgpt , bard , blackbox ",Slight improvement,More Engaged,Yes,"Distractions, Overwhelming amount of tools, Difficulty in using tools",Noclue,"Through app usage statistics, Self-tracking"
2024-09-28 15:22:55,User_4700,ECE,"Learning Management System (e.g., Moodle, Google Classroom)",Smartphone,4-6 hours,Unsure,"Enhanced understanding of subjects, Option ,Better time management",Pdf of books,Slight improvement,More Engaged,No,"Technical issues, Lack of interaction, Distractions, Overwhelming amount of tools",Activity based,Self-tracking
2024-09-28 15:22:55,User_4850,Ai-ds,"Learning Management System (e.g., Moodle, Google Classroom), Educational Apps (e.g., Khan Academy, Coursera), Online Tutorials",Laptop,4-6 hours,Unsure,"Enhanced understanding of subjects, More efficient study habits",YouTube,Significant improvement,Equally engaged,Sometimes,"Technical issues, Lack of interaction, Distractions",Interaction and engagement for doubt clearance and to bring competition so that it could motivate,I don’t track
2024-09-28 15:22:55,User_4721,Mbbs,"Educational Apps (e.g., Khan Academy, Coursera), E-books",Tablet,11-15 hours,Yes,"Enhanced understanding of subjects, Increased engagement, Option ,Better time management, More efficient study habits",Youtube,No change,Equally engaged,Yes,Lack of interaction,Pomodaro,Through app usage statistics
2024-09-28 15:22:55,User_1578,CSE ,"Learning Management System (e.g., Moodle, Google Classroom), Educational Apps (e.g., Khan Academy, Coursera), Online Tutorials",Laptop,11-15 hours,Yes,Enhanced understanding of subjects,"instagram,linkedin",Significant improvement,Equally engaged,Yes,"Technical issues, Distractions",More better concept understanding in a interactive mode,I don’t track
2024-09-28 15:22:55,User_4538,CSE,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Online Tutorials",Laptop,4-6 hours,Yes,"Option ,Better time management","unreal engine , figma",Slight improvement,Less engaged,Sometimes,"Lack of interaction, Distractions",More interaction ,Self-tracking
2024-09-28 15:22:55,User_9818,Computer science engineering ,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera)",Laptop,1-3 hours,No,"Option ,Better time management","Coursera , simplilearn , Chatgpt , bard , blackbox ",Significant improvement,More Engaged,Sometimes,Technical issues,None,Self-tracking
2024-09-28 15:22:55,User_8426,AIML,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), E-books, Online Tutorials",Laptop,7-10 hours,Yes,"Enhanced understanding of subjects, Increased engagement, More efficient study habits",Zoom and Google,Slight improvement,Equally engaged,Yes,"Technical issues, Lack of interaction, Distractions, Overwhelming amount of tools, Difficulty in using tools",None,Self-tracking
2024-09-28 15:22:55,User_4375,Mechanical and Mechatronics Engineering ,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera)",Smartphone,7-10 hours,Yes,None,Youtube,Significant improvement,Equally engaged,Yes,"Lack of interaction, Distractions",With similar examples and with frequently used and understandable words,Self-tracking
2024-09-28 15:22:55,User_3344,CSE,"Learning Management System (e.g., Moodle, Google Classroom), Educational Apps (e.g., Khan Academy, Coursera), Online Tutorials",Laptop,11-15 hours,Yes,Enhanced understanding of subjects,YouTube,Slight improvement,Equally engaged,Yes,Technical issues,No,Through app usage statistics
2024-09-28 15:22:55,User_1748,AIMl,"Learning Management System (e.g., Moodle, Google Classroom), Educational Apps (e.g., Khan Academy, Coursera), Online Tutorials",Smartphone,1-3 hours,Yes,"Enhanced understanding of subjects, More efficient study habits",YouTube ,Slight improvement,Equally engaged,Yes,Lack of interaction,Some sort of practical application working ,I don’t track
2024-09-28 15:22:55,User_4151,Mechanical and Mechatronics Engineering ,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera)",Smartphone,7-10 hours,Yes,"Option ,Better time management",Tablets ,Slight improvement,More Engaged,Yes,"Lack of interaction, Distractions",With similar examples and with frequently used and understandable words,Self-tracking
2024-09-28 15:22:55,User_2716,ECE,Online Tutorials,Smartphone,1-3 hours,Yes,Enhanced understanding of subjects,Leetcode and sololearn,Significant improvement,More Engaged,Yes,"Technical issues, Distractions, Difficulty in using tools",Proper internet connection ,Self-tracking
2024-09-28 15:22:55,User_3959,CSE,"Learning Management System (e.g., Moodle, Google Classroom), Educational Apps (e.g., Khan Academy, Coursera), Online Tutorials",Laptop,11-15 hours,Yes,Increased engagement,Online tutorials via youtube,Slight improvement,Equally engaged,Yes,Technical issues,No,Through app usage statistics
2024-09-28 15:22:55,User_4356,Mechanical ,"Educational Apps (e.g., Khan Academy, Coursera), E-books, Online Tutorials",Smartphone,7-10 hours,Yes,Enhanced understanding of subjects,"google, youtube , chatgpt",Slight improvement,Equally engaged,Yes,"Lack of interaction, Distractions, Overwhelming amount of tools",Accountability from the platform . ,Self-tracking
2024-09-28 15:22:55,User_9744,It,"Educational Apps (e.g., Khan Academy, Coursera)",Laptop,1-3 hours,Yes,"Enhanced understanding of subjects, Increased engagement, More efficient study habits","Geeks of Geeks,W3schools",Slight improvement,Equally engaged,Yes,"Distractions, Overwhelming amount of tools, Difficulty in using tools",Noclue,"Through app usage statistics, Self-tracking"
2024-09-28 15:22:55,User_4191,AI&DS,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), E-books, Online Tutorials",Laptop,7-10 hours,Yes,"Enhanced understanding of subjects, More efficient study habits","unreal engine , figma",Slight improvement,Equally engaged,Yes,"Lack of interaction, Distractions",Obstacles happening coz of premium content should be minimized,"Through app usage statistics, Self-tracking"
2024-09-28 15:22:55,User_5062,ECE,"Video Conferencing Tools (e.g., Zoom, Google Meet)",Laptop,4-6 hours,Yes,"Option ,Better time management, More efficient study habits",Chat gpt .,Significant improvement,Equally engaged,Yes,Overwhelming amount of tools,Yes ,Self-tracking
2024-09-28 15:22:55,User_6256,AIML,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), E-books, Online Tutorials",Laptop,7-10 hours,Yes,Increased engagement,Zoom and Google,Significant improvement,Equally engaged,Yes,"Technical issues, Lack of interaction, Distractions, Overwhelming amount of tools, Difficulty in using tools",None,Self-tracking
2024-09-28 15:22:55,User_2608,CSE(CS),"Learning Management System (e.g., Moodle, Google Classroom), Educational Apps (e.g., Khan Academy, Coursera), E-books",Laptop,1-3 hours,Yes,"Enhanced understanding of subjects, Increased engagement",Zoom,Significant improvement,More Engaged,Yes,"Technical issues, Distractions, Overwhelming amount of tools",Nil current features are great,I don’t track
2024-09-28 15:22:55,User_5563,Computer science engineering ,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera)",Laptop,1-3 hours,No,Enhanced understanding of subjects,Pdf of books,Slight improvement,Less engaged,Sometimes,Technical issues,None,Self-tracking
2024-09-28 15:22:55,User_5584,Mbbs,"Video Conferencing Tools (e.g., Zoom, Google Meet), Online Tutorials",Smartphone,Less than 1 hour,Unsure,Enhanced understanding of subjects,"Digital tools and apps can significantly support a productive study routine. They help organize, plan, take notes, manage information, and provide study aids and resources.",Slight improvement,Equally engaged,No,"Lack of interaction, Distractions",More diagrams and flowcharts,I don’t track
2024-09-28 15:22:55,User_8271,CSE,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Online Tutorials",Laptop,4-6 hours,Yes,"Enhanced understanding of subjects, Option ,Better time management",Google ,Slight improvement,Less engaged,Sometimes,"Lack of interaction, Distractions",More interaction ,Self-tracking
2024-09-28 15:22:55,User_3229,EEE,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet)",Desktop,4-6 hours,Yes,Enhanced understanding of subjects,Coursera,No change,Equally engaged,Sometimes,"Technical issues, Distractions",Not idea,I don’t track
2024-09-28 15:22:55,User_6067,AIML,"Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), Online Tutorials",Laptop,4-6 hours,Yes,"Enhanced understanding of subjects, Increased engagement","Youtube , Notion",Slight improvement,Equally engaged,Sometimes,None,Nill,Self-tracking
2024-09-28 15:22:55,User_5529,ECE,"Educational Apps (e.g., Khan Academy, Coursera)",Laptop,1-3 hours,Yes,"Enhanced understanding of subjects, Increased engagement, Option ,Better time management","Youtube , Notion",Significant improvement,Less engaged,Yes,"Technical issues, Distractions",Interesting concepts & better understanding,Self-tracking
2024-09-28 15:22:55,User_9144,ECE,"Video Conferencing Tools (e.g., Zoom, Google Meet)",Laptop,4-6 hours,Yes,Enhanced understanding of subjects,"Digital tools and apps can significantly support a productive study routine. They help organize, plan, take notes, manage information, and provide study aids and resources.",Slight improvement,Less engaged,Yes,Overwhelming amount of tools,Yes ,Self-tracking
2024-09-28 15:22:55,User_4657,ECE,"Video Conferencing Tools (e.g., Zoom, Google Meet)",Laptop,4-6 hours,Yes,"Enhanced understanding of subjects, Increased engagement, Option ,Better time management, More efficient study habits",YouTube,Slight improvement,Equally engaged,Yes,Overwhelming amount of tools,Yes ,Self-tracking
2024-09-28 15:22:55,User_8871,CSE,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), Online Tutorials",Laptop,More than 20 hours,Yes,"Enhanced understanding of subjects, Increased engagement",Coursera,Significant improvement,Equally engaged,Yes,"Overwhelming amount of tools, Difficulty in using tools","Better tools for managing assets and resources within large projects, including AI-driven suggestions for optimization and organization and made them as convenient to use for the users",Through app usage statistics
2024-09-28 15:22:55,User_4142,AiML,"Learning Management System (e.g., Moodle, Google Classroom), E-books, Online Tutorials",Laptop,1-3 hours,Yes,"Enhanced understanding of subjects, More efficient study habits","google, youtube , chatgpt",Slight improvement,Equally engaged,Sometimes,Distractions,Lms,I don’t track
2024-09-28 15:22:55,User_6151,Mechanical and Mechatronics Engineering ,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera)",Smartphone,7-10 hours,Yes,"Enhanced understanding of subjects, Option ,Better time management",Smart phone,No change,Equally engaged,Yes,"Lack of interaction, Distractions",With similar examples and with frequently used and understandable words,Self-tracking
2024-09-28 15:22:55,User_5448,CSE,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), Online Tutorials",Laptop,4-6 hours,Yes,None,"google, youtube , chatgpt",Slight improvement,Equally engaged,Yes,"Technical issues, Distractions",Free Availability ,Self-tracking
2024-09-28 15:22:55,User_3896,EEE,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet)",Desktop,4-6 hours,Yes,Enhanced understanding of subjects,Youtube,Slight improvement,Equally engaged,Sometimes,"Technical issues, Distractions",Not idea,I don’t track
2024-09-28 15:22:55,User_4006,ECE,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), E-books, Online Tutorials",Smartphone,1-3 hours,Yes,Enhanced understanding of subjects,"Moodle,Google classroom ",Slight improvement,Equally engaged,Sometimes,"Technical issues, Distractions",No distraction with other topic content,Self-tracking
2024-09-28 15:22:55,User_5071,Mbbs,"Educational Apps (e.g., Khan Academy, Coursera), E-books",Tablet,11-15 hours,Yes,Enhanced understanding of subjects,Zoom,Significant improvement,Equally engaged,Yes,Lack of interaction,Pomodaro,Through app usage statistics
2024-09-28 15:22:55,User_9633,ECE,"Video Conferencing Tools (e.g., Zoom, Google Meet)",Laptop,4-6 hours,Yes,"Option ,Better time management, More efficient study habits",Moodle ,Slight improvement,More Engaged,Yes,Overwhelming amount of tools,Yes ,Self-tracking
2024-09-28 15:22:55,User_3466,ECE,"Video Conferencing Tools (e.g., Zoom, Google Meet)",Laptop,4-6 hours,Yes,"Enhanced understanding of subjects, Increased engagement, Option ,Better time management","Coursera,Nptel,Bentley",Slight improvement,More Engaged,Yes,Overwhelming amount of tools,Yes ,Self-tracking
2024-09-28 15:22:55,User_5487,AIML,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), Online Tutorials",Laptop,More than 20 hours,Yes,"Enhanced understanding of subjects, Increased engagement","youtube, chatgpt",Slight improvement,Less engaged,Yes,"Lack of interaction, Distractions, Overwhelming amount of tools",Easy to use apps,"Self-tracking, I don’t track"
2024-09-28 15:22:55,User_9905,AIML,"Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), Online Tutorials",Laptop,4-6 hours,Yes,"Enhanced understanding of subjects, Option ,Better time management",Google,Slight improvement,More Engaged,Sometimes,None,Nill,Self-tracking
2024-09-28 15:22:55,User_5093,Mbbs,"Video Conferencing Tools (e.g., Zoom, Google Meet), Online Tutorials",Smartphone,Less than 1 hour,Unsure,"Enhanced understanding of subjects, Increased engagement, Option ,Better time management",Smartphone,Slight improvement,Equally engaged,No,"Lack of interaction, Distractions",More diagrams and flowcharts,I don’t track
2024-09-28 15:22:55,User_3022,AIDS,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), E-books, Online Tutorials",Laptop,More than 20 hours,Yes,"Enhanced understanding of subjects, Option ,Better time management",Leetcode and sololearn,Significant improvement,More Engaged,Yes,"Lack of interaction, Distractions",Interactive sessions,Self-tracking
2024-09-28 15:22:55,User_3707,ECE,"Learning Management System (e.g., Moodle, Google Classroom), Educational Apps (e.g., Khan Academy, Coursera), Online Tutorials",Laptop,4-6 hours,Unsure,"Enhanced understanding of subjects, Option ,Better time management, More efficient study habits","Sololearn , w3c school,geeks for geek",Slight improvement,Equally engaged,Sometimes,"Technical issues, Distractions",Once we login example to access any online class we must not able to get other notifications which may cause distractions.,Self-tracking
2024-09-28 15:22:55,User_1744,Mechanical and Mechatronics Engineering ,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera)",Smartphone,7-10 hours,Yes,Enhanced understanding of subjects,Coursera,No change,Equally engaged,Yes,"Lack of interaction, Distractions",With similar examples and with frequently used and understandable words,Self-tracking
2024-09-28 15:22:55,User_6600,CSE,"Learning Management System (e.g., Moodle, Google Classroom)",Smartphone,1-3 hours,Yes,Enhanced understanding of subjects,"Chat gpt, YouTube, gemini, microsoft copliet, Google ",Slight improvement,Equally engaged,Yes,Technical issues,None,Self-tracking
2024-09-28 15:22:55,User_9885,CSE,"Learning Management System (e.g., Moodle, Google Classroom), Educational Apps (e.g., Khan Academy, Coursera), Online Tutorials",Laptop,11-15 hours,Yes,"Enhanced understanding of subjects, Increased engagement",YouTube ,Slight improvement,More Engaged,Yes,Technical issues,No,Through app usage statistics
2024-09-28 15:22:55,User_5439,ECE,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), E-books, Online Tutorials",Smartphone,1-3 hours,Yes,"Increased engagement, More efficient study habits",YouTube Tutorials,Slight improvement,Equally engaged,Sometimes,"Technical issues, Distractions",No distraction with other topic content,Self-tracking
2024-09-28 15:22:55,User_4410,ECE,"Learning Management System (e.g., Moodle, Google Classroom), Online Tutorials",Smartphone,1-3 hours,Yes,"Enhanced understanding of subjects, Option ,Better time management","Youtube , Notion",Slight improvement,More Engaged,Sometimes,Technical issues,"Better audio/video quality 

",Self-tracking
2024-09-28 15:22:55,User_2180,Artificial intelligence and machine learning ,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), Online Tutorials",Laptop,11-15 hours,Yes,"Enhanced understanding of subjects, Option ,Better time management, More efficient study habits",You Tube ,No change,Equally engaged,Yes,"Technical issues, Lack of interaction, Distractions",Interactive quizzes,Self-tracking
2024-09-28 15:22:55,User_6243,ECE,"Learning Management System (e.g., Moodle, Google Classroom), Online Tutorials",Smartphone,1-3 hours,Yes,"Enhanced understanding of subjects, Increased engagement, Option ,Better time management, More efficient study habits",Smartphone,Slight improvement,More Engaged,Sometimes,Technical issues,"Better audio/video quality 

",Self-tracking
2024-09-28 15:22:55,User_8843,AIML,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), E-books, Online Tutorials",Laptop,11-15 hours,Yes,"Enhanced understanding of subjects, Increased engagement, Option ,Better time management",Coursera,Significant improvement,Less engaged,Sometimes,None,None,I don’t track
2024-09-28 15:22:55,User_3861,Artificial intelligence and machine learning ,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), Online Tutorials",Laptop,11-15 hours,Yes,"Enhanced understanding of subjects, Increased engagement, More efficient study habits","Sololearn , w3c school,geeks for geek",Slight improvement,More Engaged,Yes,"Technical issues, Lack of interaction, Distractions",Interactive quizzes,Self-tracking
2024-09-28 15:22:55,User_5781,ECE,"Educational Apps (e.g., Khan Academy, Coursera)",Laptop,1-3 hours,Yes,Enhanced understanding of subjects,YouTube,Slight improvement,Less engaged,Yes,"Technical issues, Distractions",Interesting concepts & better understanding,Self-tracking
2024-09-28 15:22:55,User_2826,CSE(CS),"Learning Management System (e.g., Moodle, Google Classroom), Educational Apps (e.g., Khan Academy, Coursera), E-books",Laptop,1-3 hours,Yes,"Enhanced understanding of subjects, Increased engagement",Moodle,Slight improvement,Equally engaged,Yes,"Technical issues, Distractions, Overwhelming amount of tools",Nil current features are great,I don’t track
2024-09-28 15:22:55,User_9279,AIML,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), E-books, Online Tutorials",Laptop,11-15 hours,Yes,More efficient study habits,"Youtube, NesoAcademy",Slight improvement,Equally engaged,Sometimes,None,None,I don’t track
2024-09-28 15:22:55,User_7652,Mechanical ,"Educational Apps (e.g., Khan Academy, Coursera), E-books, Online Tutorials",Smartphone,7-10 hours,Yes,"Increased engagement, More efficient study habits",None,Slight improvement,Equally engaged,Yes,"Lack of interaction, Distractions, Overwhelming amount of tools",Accountability from the platform . ,Self-tracking
2024-09-28 15:22:55,User_4269,AIML,"Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), Online Tutorials",Laptop,4-6 hours,Yes,"Enhanced understanding of subjects, Increased engagement, Option ,Better time management, More efficient study habits","Instagram, Youtube, LinkedIn, ",Significant improvement,Equally engaged,Sometimes,None,Nill,Self-tracking
2024-09-28 15:22:55,User_5741,CSE,"Learning Management System (e.g., Moodle, Google Classroom), Educational Apps (e.g., Khan Academy, Coursera), Online Tutorials",Laptop,11-15 hours,Yes,Enhanced understanding of subjects,YouTube ,Slight improvement,Equally engaged,Yes,Technical issues,No,Through app usage statistics
2024-09-28 15:22:55,User_2872,AIML,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), E-books, Online Tutorials",Laptop,11-15 hours,Yes,Increased engagement,YouTube Tutorials,No change,More Engaged,Sometimes,None,None,I don’t track
2024-09-28 15:22:55,User_6870,AIML,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), E-books, Online Tutorials",Laptop,7-10 hours,Yes,"Enhanced understanding of subjects, Increased engagement, Option ,Better time management, More efficient study habits",Educational Apps ,Significant improvement,Equally engaged,Yes,"Technical issues, Lack of interaction, Distractions, Overwhelming amount of tools, Difficulty in using tools",None,Self-tracking
2024-09-28 15:22:55,User_7086,AIDS,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), E-books, Online Tutorials",Laptop,More than 20 hours,Yes,"Enhanced understanding of subjects, Increased engagement, More efficient study habits",Zoom,No change,Equally engaged,Yes,"Lack of interaction, Distractions",Interactive sessions,Self-tracking
2024-09-28 15:22:55,User_3906,CSE,"Learning Management System (e.g., Moodle, Google Classroom)",Laptop,1-3 hours,Yes,"Enhanced understanding of subjects, Increased engagement","Digital tools and apps can significantly support a productive study routine. They help organize, plan, take notes, manage information, and provide study aids and resources.",Slight improvement,More Engaged,Yes,"Lack of interaction, Distractions",While using digital learning tools there should not be any notifications popping out that cause the distraction.,Through app usage statistics
2024-09-28 15:22:55,User_7986,ECE ,"Learning Management System (e.g., Moodle, Google Classroom)",Smartphone,More than 20 hours,Unsure,"Enhanced understanding of subjects, Increased engagement",Education apps,No change,Equally engaged,No,Lack of interaction,More communicable ,Self-tracking
2024-09-28 15:22:55,User_1286,CSE,"Learning Management System (e.g., Moodle, Google Classroom), Educational Apps (e.g., Khan Academy, Coursera), Online Tutorials",Laptop,11-15 hours,Yes,Enhanced understanding of subjects,Tablets ,Slight improvement,More Engaged,Yes,Technical issues,No,Through app usage statistics
2024-09-28 15:22:55,User_3299,CSE,"Learning Management System (e.g., Moodle, Google Classroom)",Smartphone,1-3 hours,Yes,"Enhanced understanding of subjects, Option ,Better time management",Youtube,Slight improvement,More Engaged,Yes,Technical issues,None,Self-tracking
2024-09-28 15:22:55,User_7097,AIML,"Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), Online Tutorials",Laptop,4-6 hours,Yes,"Enhanced understanding of subjects, Option ,Better time management",Youtube...anatomy learning app,Slight improvement,Equally engaged,Sometimes,None,Nill,Self-tracking
2024-09-28 15:22:55,User_7825,ECE,"Learning Management System (e.g., Moodle, Google Classroom), Educational Apps (e.g., Khan Academy, Coursera), Online Tutorials",Laptop,4-6 hours,Unsure,Enhanced understanding of subjects,Online tutorials ,Significant improvement,Less engaged,Sometimes,"Technical issues, Distractions",Once we login example to access any online class we must not able to get other notifications which may cause distractions.,Self-tracking
2024-09-28 15:22:55,User_9188,AIML,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), Online Tutorials",Laptop,More than 20 hours,Yes,More efficient study habits,Online tutorials via youtube,Slight improvement,More Engaged,Yes,"Lack of interaction, Distractions, Overwhelming amount of tools",Easy to use apps,"Self-tracking, I don’t track"
2024-09-28 15:22:55,User_6897,MBBS ,"Learning Management System (e.g., Moodle, Google Classroom)",Smartphone,Less than 1 hour,Yes,Enhanced understanding of subjects,YouTube,Slight improvement,Less engaged,Sometimes,Distractions,Clear and more explanation ,Self-tracking
2024-09-28 15:22:55,User_7929,ECE,Online Tutorials,Smartphone,1-3 hours,Yes,"Enhanced understanding of subjects, Increased engagement, Option ,Better time management",Moodle ,Slight improvement,Equally engaged,Yes,"Technical issues, Distractions, Difficulty in using tools",Proper internet connection ,Self-tracking
